;Unnamed: 0;doi;author;year;title;abstract;BibTexID;included in paper review;exclusion_reasons;measurement modality;condition design;sample size;sample;pairing configuration;pairing setup;relationship pair;interaction scenario;interaction manipulation;type of communication;transfer of information;paradigm;task symmetry;analysis method;cognitive function;other_labels
43;43;10.1007/s11704-020-0422-1;Cheng, Shiwei and Wang, Jialing and Shen, Xiaoquan and Chen, Yijian and Dey, Anind K.;2022;Collaborative eye tracking based code review through real-time shared gaze visualization;Code review is intended to find bugs in early development phases, improving code quality for later integration and testing. However, due to the lack of experience with algorithm design, or software development, individual novice programmers face challenges while reviewing code. In this paper, we utilize collaborative eye tracking to record the gaze data from multiple reviewers, and share the gaze visualization among them during the code review process. The visualizations, such as borders highlighting current reviewed code lines, transition lines connecting related reviewed code lines, reveal the visual attention about program functions that can facilitate understanding and bug tracing. This can help novice reviewers to make sense to confirm the potential bugs or avoid repeated reviewing of code, and potentially even help to improve reviewing skills. We built a prototype system, and conducted a user study with paired reviewers. The results showed that the shared real-time visualization allowed the reviewers to find bugs more efficiently.;cheng2022collaborativee;True;;Eye-tracking;within-subjects;32;healthy adults;dyad;n/s;n/s;virtual;separate digital IM and verbal IM;goal-driven;digital;ecologically valid setting;high;other;['attention', 'social cognition', 'executive function', 'visuospatial cognition'];['task: debugging code', 'mobile eye-tracker', 'gaze pattern analysis']
44;44;10.1007/s10270-022-00974-6;Fındık-Coşkunçay, Duygu and Çakır, Murat Perit;2022;An investigation of the relationship between joint visual attention and product quality in collaborative business process modeling: a dual eye-tracking study;Collaborative business process modeling is a collective activity where team members jointly discuss, design, and document business processes. During such activities, team members need to communicate with each other to coordinate the modeling activities, propose and justify changes, and negotiate common terms and definitions. Throughout this process, stakeholders should be aware of when and what kind of changes have been made by each team member on the shared space so that they can discuss design ideas and build on each other’s work. Joint visual attention has a fundamental role in establishing and maintaining common ground among interlocutors in such cooperative work settings. In addition to this, the co-constructed model’s quality is often considered a key evaluation outcome measure to assess the success of collaboration. However, process and outcome measures of collaboration have been prone to difficulties due to challenges in devising measures that can adequately capture the complex dynamics of collaborative work. This study explored the relationship between a popularly used outcome measure in the business process modeling literature and a process measure approximating the level of joint visual attention present among the participants based on the degree of gaze cross-recurrence among the team members over a shared task space. The results suggest that joint visual attention as operationalized in terms of gaze cross-recurrence was a strong predictor of the syntactic, semantic, and pragmatic qualities of collaboratively produced business process models. Moreover, the collaboration process was subjected to qualitative analysis to probe further into the interactional organization of the modeling activity, which identified communication, coordination, awareness, group decision making, and motivation dimensions as key factors contributing to the quality of collaboration among group members. The results indicated strong relationships between the distribution of quality factors and the degree of gaze cross-recurrence and the final models’ syntactic and semantic quality scores.Given the increasing availability of affordable eye trackers and the lowresolution, practical nature of the employed analysis methodology, the proposed approach can be fruitfully employed to evaluate team performance and test the effectiveness of software interfaces designed to support collaborative work.;fndkcoskuncay2022aninvestigatio;True;;Eye-tracking;within-subjects;27;healthy adults;triad;n/s;n/s;virtual;separate digital IM w/out verbal IM;goal-driven;digital;ecologically valid setting;high;temporal domain time;['attention', 'social cognition', 'executive function'];['screen', 'TOBII X2-60 eye-tracker']
45;45;10.1016/j.neuroimage.2021.118564;"Lu, Kelong;
Qiao, Xinuo;
Yun, Qiang;
Hao, Ning";2021;Educational diversity and group creativity: Evidence from fNIRS hyperscanning;"Educational diversity is defined as the diversity of educational backgrounds measured by multiple subjects. This study aimed to unveil the interpersonal neural correlates that underlie the effect of group educational diversity on group creativity. One hundred and sixteen college students were assigned to high educational diversity (HD; the members respectively majored in science or social science) or low educational diversity (LD; the members both majored in either science or social science) groups based on their academic majors. They were required to solve two problems that either demanded creativity (alternative uses task, AUT) or not (object characteristics task). We used functional near-infrared spectroscopy (fNIRS)-based hyperscanning to simultaneously record the neural responses of pairs of interacting participants in each group. The LD group showed more AUT fluency and perspective-taking behaviours than the HD group, whereas no group difference was observed for AUT uniqueness. Additionally, collective flexibility was higher in the HD group than in the LD group. The fNIRS results showed that the interpersonal brain synchronisation (IBS) increments at the right angular gyrus and right primary somatosensory cortex were greater in the LD group than in the HD group. These findings indicate that although high educational diversity benefits cognitive flexibility, it does not necessarily lead to a better idea quality or greater idea quantity. The greater IBS increments and perspective-taking behaviours that we observed in the LD group may account for this.

    Previous article in issue";lu2021educationaldiv;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);['fNIRS'];['between-subjects'];116;['healthy adults'];['dyad'];['n/s'];['unfamiliar'];['FTF'];['verbal IM'];['mixed'];['analog'];['cooperation/competition tasks'];['high'];['spatial domain source', 'connectivity functional'];['other'];['fNIRS channel number: 22', 'creativity', 'AUT task', 'OCT task']
46;46;10.1038/s42003-022-03352-6;"Luft, Caroline Di Bernardi;
Zioga, Ioanna;
Giannopoulos, Anastasios;
Di Bona, Gabriele;
Binetti, Nicola;
Civilini, Andrea;
Latora, Vito;
Mareschal, Isabelle";2022;Social synchronization of brain activity increases during eye-contact;Humans make eye-contact to extract information about other people’s mental states, recruiting dedicated brain networks that process information about the self and others. Recent studies show that eye-contact increases the synchronization between two brains but do not consider its effects on activity within single brains. Here we investigate how eye-contact affects the frequency and direction of the synchronization within and between two brains and the corresponding network characteristics. We also evaluate the functional relevance of eye-contact networks by comparing inter- and intra-brain networks of friends vs. strangers and the direction of synchronization between leaders and followers. We show that eye-contact increases higher inter- and intra-brain synchronization in the gamma frequency band. Network analysis reveals that some brain areas serve as hubs linking within- and between-brain networks. During eye-contact, friends show higher inter-brain synchronization than strangers. Dyads with clear leader/follower roles demonstrate higher synchronization from leader to follower in the alpha frequency band. Importantly, eye-contact affects synchronization between brains more than within brains, demonstrating that eye-contact is an inherently social signal. Future work should elucidate the causal mechanisms behind eye-contact induced synchronization.;luft2022socialsynchron;False;submission after publication;['EEG', 'Eye-tracking'];['mixed'];98;['healthy adults'];['dyad'];['n/s'];['familiar', 'unfamiliar'];['FTF'];['non-verbal IM'];['goal-driven'];['analog'];['eye-contact/gaze-based tasks'];['high'];['connectivity functional', 'temporal domain frequency', 'connectivity effective', 'other'];['social cognition'];['EEG electrode number: 18', 'phase slope index (PSI)', ' network analysis']
47;47;10.3389/fnins.2018.00949;Maksimenko, V.A. and Hramov, A.E. and Frolov, N.S. and Lüttjohann, A. and Nedaivozov, V.O. and Grubov, V.V. and Runnova, A.E. and Makarov, V.V. and Kurths, J. and Pisarchik, A.N.;2018;Increasing human performance by sharing cognitive load using brain-to-brain interface;Brain-computer interfaces (BCIs) attract a lot of attention because of their ability to improve the brain's efficiency in performing complex tasks using a computer. Furthermore, BCIs can increase human's performance not only due to human-machine interactions, but also thanks to an optimal distribution of cognitive load among all members of a group working on a common task, i.e., due to human-human interaction. The latter is of particular importance when sustained attention and alertness are required. In every day practice, this is a common occurrence, for example, among office workers, pilots of a military or a civil aircraft, power plant operators, etc. Their routinely work includes continuous monitoring of instrument readings and implies a heavy cognitive load due to processing large amounts of visual information. In this paper, we propose a brain-to-brain interface (BBI) which estimates brain states of every participant and distributes a cognitive load among all members of the group accomplishing together a common task. The BBI allows sharing the whole workload between all participants depending on their current cognitive performance estimated from their electrical brain activity. We show that the team efficiency can be increased due to redistribution of the work between participants so that the most difficult workload falls on the operator who exhibits maximum performance. Finally, we demonstrate that the human-to-human interaction is more efficient in the presence of a certain delay determined by brain rhythms. The obtained results are promising for the development of a new generation of communication systems based on neurophysiological brain activity of interacting people. Such BBIs will distribute a common task between all group members according to their individual physical conditions. © 2018 Frontiers Media S.A. All rights reserved.;maksimenko2018increasinghuma;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);EEG;within-subjects;20;healthy adults;dyad;n/s;n/s;SBS;separate digital IM w/out verbal IM;goal-driven;digital;cooperation/competition tasks;high;connectivity functional;visuospatial cognition;['Necker cubes', 'task symmetry: high', 'EEG electrode number: 5', 'brain-to-brain interface']
48;48;10.1177/10464964231195618;Hoffmann, Alexandra and Schellhorn, AV-Maria and Ritter, Marcel and Sachse, Pierre and Maran, Thomas;2024;Blink Synchronization Increases Over Time and Predicts Problem-Solving Performance in Virtual Teams;Virtual collaboration is crucial nowadays, while shared attention plays a vital role in problem-solving. This study examines the relationship between blink synchronization, an index of shared attention, and problem-solving performance in a virtual setting. Thirty-seven dyadic teams completed a familiarization and problem-solving task. We hypothesized that blink synchronization would be established during familiarization, impacting performance. Additionally, we expected blink synchronization to increase over time. Results revealed that blink synchronization predicted teams' problem-solving performance, and blink synchronization increased over time. Our findings shed light on the importance of blink synchronization for shared mental modeling and offer practical insights for virtual teamwork.;hoffmann2024blinksynchroni;True;;Eye-tracking;within-subjects;74;healthy adults;dyad;n/s;familiar;virtual;separate digital IM and verbal IM;goal-driven;digital;ecologically valid setting;high;connectivity functional;attention;['blink synchronization', 'Winter Survival Task', 'same room', 'visual barriers v-b', 'Tobii Glasses Py Suite']
49;49;10.1007/s40593-023-00378-7;Ngo, Duong and Nguyen, Andy and Dang, Belle and Ngo, Ha;2024;Facial Expression Recognition for Examining Emotional Regulation in Synchronous Online Collaborative Learning;Artificial intelligence (AI) has been recognised as a promising technology for methodological progress and theoretical advancement in learning sciences. However, there remains few empirical investigations into how AI could be applied in learning sciences research. This study aims to utilize AI facial recognition to inform the learning regulation behaviors in synchronous online collaborative learning environments. By studying groups of university students (N = 36) who participated in their online classes under the COVID-19 social distancing mandates, we strive to understand the interrelation between individual affective states and their collaborative group members. Theoretically underpinned by the socially shared regulation of learning framework, our research features a cutting-edge insight into how learners socially shared regulation in group-based tasks. Findings accentuate fundamental added values of AI application in education, whilst indicating further interesting patterns about student self-regulation in the collaborative learning environment. Implications drawn from the study hold strong potential to provide theoretical and practical contributions to the exploration of AI supportive roles in designing and personalizing learning needs, as well as fathom the motion and multiplicity of collaborative learning modes in higher education.;ngo2024facialexpressi;False;Intervention | fNIRS, EEG, EDA, ECG, PPG, eye-tracking, camera-based tracking (of physiological measures or eyes);camera-based tracking;within-subjects;36;healthy adults;['dyad', 'triad'];n/s;n/s;virtual;verbal IM;open-ended;digital;ecologically valid setting;high;machine learning supervised;['language', 'social cognition'];['remote', 'learning', 'cooperation task', 'visual / camera-based tracking of facial expressions']
50;50;10.1093/scan/nsaa079;"Nguyen, Trinh;
Schleihauf, Hanna;
Kayhan, Ezgi;
Matthes, Daniel;
Vrticka, Pascal;
Hoehl, Stefanie";2020;Neural synchrony in mother-child conversation: Exploring the role of conversation patterns;"Conversations are an essential form of communication in daily family life. Specific patterns of caregiver–child conversations have been linked to children’s socio-cognitive development and child-relationship quality beyond the immediate family environment. Recently, interpersonal neural synchronization has been proposed as a neural mechanism supporting conversation. Here, we present a functional near-infrared spectroscopy (fNIRS) hyperscanning study looking at the temporal dynamics of neural synchrony during mother–child conversation. Preschoolers (20 boys and 20 girls, M age 5;07 years) and their mothers (M age 36.37 years) were tested simultaneously with fNIRS hyperscanning while engaging in a free verbal conversation lasting for 4 min. Neural synchrony (using wavelet transform coherence analysis) was assessed over time. Furthermore, each conversational turn was coded for conversation patterns comprising turn-taking, relevance, contingency and intrusiveness. Results from linear mixed-effects modeling revealed that turn-taking, but not relevance, contingency or intrusiveness predicted neural synchronization during the conversation over time. Results are discussed to point out possible variables affecting parent–child conversation quality and the potential functional role of interpersonal neural synchronization for parent–child conversation.";nguyen2020neuralsynchron;False;Population | >= 2 clinically healthy adult participants that are interacting and scanned simultaneously;fNIRS;within-subjects;80;['children', 'healthy adults'];dyad;['ff', 'fm'];parent-child;FTF;shared physical IM and verbal IM;open-ended;analog;ecologically valid setting;high;['connectivity functional', 'spatial domain source'];social cognition;['wavelet transform coherence', 'fNIRS channel number: 16']
51;51;10.1038/s41598-019-49257-z;"Nozawa, Takayuki;
Sakaki, Kohei;
Ikeda, Shigeyuki;
Jeong, Hyeonjeong;
Yamazaki, Shohei;
Kawata, Kelssy Hitomi dos Santos;
Kawata, Natasha Yuriko dos Santos;
Sasaki, Yukako;
Kulason, Kay;
Hirano, Kanan;";2019;Prior physical synchrony enhances rapport and inter-brain synchronization during subsequent educational communication;"Physical synchrony has been suggested to have positive effects on not only concurrent but also subsequent communication, but the underlying neural processes are unclear. Using functional near-infrared spectroscopy (fNIRS) hyperscanning, we tested the effects of preceding physical synchrony on subsequent dyadic teaching-learning communication. Thirty-two pairs of participants performed two experimental sessions. In each session, they underwent a rhythmic arm movement block with synchronous or asynchronous conditions, and then taught/learned unknown words to/from each other according to a given scenario. Neural activities in their medial and left lateral prefrontal cortex (PFC) were measured and inter-brain synchronization (IBS) during the teaching-learning blocks was evaluated. Participants rated their subjective rapport during the teaching-learning blocks, and took a word memory test. The analyses revealed that (1) prior physical synchrony enhanced teacher-learner rapport; (2) prior physical synchrony also enhanced IBS in the lateral PFC; and (3) IBS changes correlated positively with rapport changes. Physical synchrony did however not affect word memory performance. These results suggest that IBS can be useful to measure the effects of social-bonding facilitation activities for educational communication. ";nozawa2019priorphysicals;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);['fNIRS'];within-subjects;64;healthy adults;['dyad'];['mm', 'ff'];['unfamiliar'];['FTF'];['physical IM w/out verbal IM', 'verbal IM'];['goal-driven'];analog;['coordination tasks'];low;connectivity functional;memory;['fNIRS channel number: 2', 'wavelet transform coherence']
52;52;10.1145/3290605.3300727;Kütt, Grete Helena and Lee, Kevin and Hardacre, Ethan and Papoutsaki, Alex and ra;2019;Eye-Write: Gaze Sharing for Collaborative Writing - CHI 2019: PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS - CHI 2019: PROCEEDINGS OF THE 2019 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS;Online collaborative writing is an increasingly common practice. Despite its positive effect on productivity and quality of work, it poses challenges to co-authors in remote settings because of limitations in conversational grounding and activity awareness. This paper presents Eye-Write, a novel system which allows two co-authors to see at will the location of their partner's gaze within a text editor. To investigate the effect of shared gaze on collaboration, we conducted a study on synchronous remote collaborative writing in academic settings with 20 dyads. Gaze sharing improved five aspects of perceived collaboration quality: mutual understanding, level of joint attention, flow of communication, level of negotiation, and awareness of the co-author's activity. Furthermore, dyads whose participants deactivated the gaze visualization showed a smaller degree of collaboration. Our findings offer insights for future text editors by outlining the benefits of at-will gaze sharing in collaborative writing.;kutt2019eyewritegazesh;True;;Eye-tracking;within-subjects;40;healthy adults;dyad;n/s;['familiar', 'unfamiliar'];BTB;separate digital IM and verbal IM;mixed;digital;ecologically valid setting;high;other;['attention', 'language'];['screen', ' analysis amount of gaze-sharing', 'Tobii 4C eye tracker']
53;53;10.1186/s41039-021-00160-0;Pöysä-Tarhonen, JohAV and Awwal, Nafisa and Häkkinen, Päivi and Otieno, Suzanne;2021;Joint attention behaviour in remote collaborative problem solving: exploring different attentional levels in dyadic interaction;The current article describes an exploratory study that focussed on joint attention behaviour—the basis of interaction predicting productive collaboration—to better understand collaborative problem solving, particularly its social aspects during remote dyadic interaction. The study considered joint attention behaviour as a sociolinguistic phenomenon and relied on detailed qualitative interaction analysis on event-related measures of multiple observational data (i.e. log files, eye-tracking data). The aim was to illustrate and exemplify how the diverse attentional levels of joint attention behaviour (i.e. monitoring, common, mutual and shared attention) delineated by Siposova and Carpenter (Cognition 89:260–274, 2019) were achieved in remote collaborative problem solving in dyads, including the underlying basis of joint attention behaviour (i.e. individual attention experience). The results made visible the complex functioning of the social aspects of remote collaborative problem solving and provided preliminary insights into how the hierarchical and nested levels of ‘jointness’ and common knowledge were achieved in this context. The analysis reproduced all the theorised attentional levels as both isolated and parallel individualistic attention experiences whilst acknowledging the restrictions of the remote interaction environment and the specific task structures.;poysatarhonen2021jointattention;True;;Eye-tracking;within-subjects;4;healthy adults;dyad;['ff', 'mm'];familiar;virtual;separate digital IM and verbal IM;goal-driven;digital;cooperation/competition tasks;high;temporal domain time;['attention', 'social cognition', 'executive function'];['AR', 'desktop eye trackers SensoMotoric Instruments RED 250 Mobile']
54;54;10.1111/ejn.16233;"Papoutselou, Efstratia;
Harrison, Samantha;
Mai, Guangting;
Buck, Bryony;
Patil, Nikita;
Wiggins, Ian;
Hartley, Douglas";2024;Investigating mother-child inter-brain synchrony in a naturalistic paradigm: A functional near infrared spectroscopy (fNIRS) hyperscanning study;"Successful social interactions between mothers and children are hypothesised to play a significant role in a child's social, cognitive and language development. Earlier research has confirmed, through structured experimental paradigms, that these interactions could be underpinned by coordinated neural activity. Nevertheless, the extent of neural synchrony during real-life, ecologically valid interactions between mothers and their children remains largely unexplored.
In this study, we investigated mother–child inter-brain synchrony using a naturalistic free-play paradigm. We also examined the relationship between neural synchrony, verbal communication patterns and personality traits to further understand the underpinnings of brain synchrony.
Twelve children aged between 3 and 5 years old and their mothers participated in this study. Neural synchrony in mother–child dyads were measured bilaterally over frontal and temporal areas using functional Near Infra-red Spectroscopy (fNIRS) whilst the dyads were asked to play with child-friendly toys together (interactive condition) and separately (independent condition). Communication patterns were captured via video recordings and conversational turns were coded.
Compared to the independent condition, mother–child dyads showed increased neural synchrony in the interactive condition across the prefrontal cortex and temporo-parietal junction. There was no significant relationship found between neural synchrony and turn-taking and between neural synchrony and the personality traits of each member of the dyad.
Overall, we demonstrate the feasibility of measuring inter-brain synchrony between mothers and children in a naturalistic environment. These findings can inform future study designs to assess inter-brain synchrony between parents and pre-lingual children and/or children with communication needs.
";papoutselou2024investigatingm;False;Population | >= 2 clinically healthy adult participants that are interacting and scanned simultaneously;['fNIRS'];['within-subjects'];24;['children', 'healthy adults'];['dyad'];['fm', 'ff'];['parent-child'];['FTF'];['shared physical IM and verbal IM'];['open-ended'];['analog'];['ecologically valid setting'];['high'];['connectivity functional'];['social cognition'];[]
55;55;10.1145/3317959.3321489;Špakov, Oleg and Istance, Howell and Räihä, Kari-Jouko and Viitanen, Tiia and Siirtola, Harri;2019;Eye gaze and head gaze in collaborative games - Eye Tracking Research and Applications Symposium (ETRA);We present an investigation of sharing the focus of visual attention between two players in a collaborative game, so that where one player was looking was visible to the other. The difference between using head-gaze and eye-gaze to estimate the point of regard was studied, the motive being that recording head-gaze is easier and cheaper than eye-gaze. Two experiments are reported, the first investigates the effect of a high immersion presentation of the game in VR Head Mounted Display compared with a lower immersion desktop presentation. The second examines the high immersion condition in more detail. The studies show that in spite of there being many factors that could affect the outcome of a relatively short period of game play, sharing eye-gaze in the high immersion condition produces shorter overall durations and better subjective ratings of team work than does sharing head-gaze. This difference is not apparent in the low immersion condition. The findings are a good argument for exploiting the opportunities for including and using eye tracking within head mounted displays in the context of collaborative games. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.;spakov2019eyegazeandhead;True;;Eye-tracking;within-subjects;40;healthy adults;dyad;fm;['familiar', 'unfamiliar'];['FTF v-b', 'virtual'];separate digital IM and verbal IM;goal-driven;digital;cooperation/competition tasks;low;other;['attention', 'social cognition', 'executive function', 'visuospatial cognition'];['VR', 'gender other 3', 'myGaze eye tracker', 'Tobii eye tracker ', 'gaze pattern analysis']
56;56;10.1088/1741-2552/ac8451;Putri, Finda and Susnoschi Luca, Ioana and Garcia Pedro, Jorge Abdullah and Ding, Hao and Vučković, Aleks and ra;2022;Winners and losers in brain computer interface competitive gaming: directional connectivity analysis;Objective. To characterize the direction within and between brain connectivity in winning and losing players in a competitive brain-computer interface game.Approach. Ten dyads (26.9 ± 4.7 yr old, eight females and 12 males) participated in the study. In a competitive game based on neurofeedback, they used their relative alpha (RA) band power from the electrode location Pz, to control a virtual seesaw. The players in each pair were separated into winners (W) and losers (L) based on their scores. Intrabrain connectivity was analyzed using multivariate Granger causality (GC) and directed transfer function, while interbrain connectivity was analyzed using bivariate GC.Main results. Linear regression analysis revealed a significant relationship (p\textbackslashtextless 0.05) between RA and individual scores. During the game, W players maintained a higher RA than L players, although it was not higher than their baseline RA. The analysis of intrabrain GC indicated that both groups engaged in general social interactions, but only the W group succeeded in controlling their brain activity at Pz. Group L applied an inappropriate metal strategy, characterized by strong activity in the left frontal cortex, indicative of collaborative gaming. Interbrain GC showed a larger flow of information from the L to the W group, suggesting a higher capability of the W group to monitor the activity of their opponent.Significance. Both innate neurological indices and gaming mental strategies contribute to game outcomes. Future studies should investigate whether there is a causal relationship between these two factors.;putri2022winnersandlose;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);EEG;within-subjects;20;healthy adults;dyad;['ff', 'fm', 'mm'];['familiar', 'unfamiliar'];SBS;shared digital IM w/out verbal IM;goal-driven;digital;cooperation/competition tasks;high;['connectivity functional', 'temporal domain frequency'];other;['EEG', 'dyad', 'neurofeedback', 'competition task', 'Granger causality', 'no remote condition']
57;57;10.1093/scan/nsaa135;Reinero, Diego A. and Dikker, Suzanne and Van Bavel, Jay J.;2021;Inter-brain synchrony in teams predicts collective performance;Despite decades of research in economics and psychology attempting to identify ingredients that make up successful teams, neuroscientists have only just begun to study how multiple brains interact. Recent research has shown that people's brain activity becomes synchronized with others' (inter-brain synchrony) during social engagement. However, little is known as to whether inter-brain synchrony relates to collective behavior within teams. Here, we merge the nascent field of group neuroscience with the extant literature of team dynamics and collective performance. We recruited 174 participants in groups of 4 and randomly assigned them to complete a series of problem-solving tasks either independently or as a team, while simultaneously recording each person's brain activity using an electroencephalography hyperscanning setup. This design allowed us to examine the relationship between group identification and inter-brain synchrony in explaining collective performance. As expected, teammates identified more strongly with one another, cooperated more on an economic game, and outperformed the average individual on most problem-solving tasks. Crucially, inter-brain synchrony, but not self-reported group identification, predicted collective performance among teams. These results suggest that inter-brain synchrony can be informative in understanding collective performance among teams where self-report measures may fail to capture behavior. © 2020 The Author(s) 2020. Published by Oxford University Press.;reinero2021interbrainsync;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);EEG;between-subjects;174;healthy adults;tetrad;n/s;unfamiliar;FTF;separate digital IM w/out verbal IM;['mixed', 'goal-driven'];digital;['imitation tasks', 'cooperation/competition tasks'];high;['temporal domain time', 'connectivity functional', 'temporal domain frequency'];['motor', 'executive function'];['EEG', 'tetrad', 'hyperscanning', 'cooperation task', 'no remote condition']
58;58;10.1038/s41598-024-84602-x;Sato, Ren and Sato, Hiroki;2025;Synchronization of brain activity associated with eye contact: comparison of face-to-face and online communication;Online meetings have become increasingly prevalent, especially during the coronavirus disease 2019 pandemic. Although they offer convenience and effectiveness in various contexts, there is a pertinent question about whether they truly replicate the richness of in-person communication. This study delves into the distinctions between online and face-to-face interactions, with a particular focus on the synchronization of brain activity. Previous research has indicated a connection between synchronization and the quality of communication. Therefore, our hypothesis posits that face-to- face interactions lead to greater brain synchronization compared to online interactions, which often lack certain social cues. To investigate this, we conducted a study using functional near-infrared spectroscopy hyperscanning during an eye-contact task involving 28 male participants organized into 14 pairs. We assessed brain signal synchronization using wavelet coherence analysis. After comparing face-to-face and online conditions, our findings revealed significantly higher synchronization in face- to-face scenarios, particularly within the right temporoparietal region. These results align with the outcomes of other hyperscanning studies and suggest that face-to-face communication elicits a higher level of brain synchronization compared with online communication. In the future, this approach holds promise for evaluating the effectiveness of online meeting tools in achieving a more authentic virtual communication experience.;sato2025synchronizatio;False;Study Design | Collaborative scenario with >= 1 remote interaction manipulative ([virtually] separated during interaction);fNIRS;within-subjects;28;healthy adults;dyad;mm;familiar;['FTF', 'virtual'];['non-verbal IM', 'separate digital IM w/out verbal IM'];goal-driven;mixed;eye-contact/gaze-based tasks;high;connectivity functional;social cognition;['fNIRS channel number: 44', 'wavelet transform coherence']
59;59;10.1145/3581787;Wisiecka, Katarzyna and Konishi, Yuumi and Krejtz, Krzysztof and Zolfaghari, Mahshid and Kopainsky, Birgit and Krejtz, Izabela and Koike, Hideki and Fjeld, Morten;2023;Supporting Complex Decision-Making: Evidence from an Eye Tracking Study on In-Person and Remote Collaboration;This article examines the attentional mechanism of in-person collaboration by means of System Dynamics-based simulations using an eye tracking experiment. Three experimental conditions were tested: in-person collaboration, remote collaboration, and single user. We hypothesized that collaboration focuses users’ attention on key information facilitating decision-making. Collaborating participants dwelt longer on key elements of the simulation than single users. Moreover, in-person collaboration and single users yielded a strategy of decision-making similar to an optimal strategy. Finally, in-person collaboration was less cognitively demanding and of higher quality. The contribution of this article is a deeper understanding of how in-person collaboration on a large display can help users focus their visual attention on the most important areas. With this novel understanding, we believe collaborative systems designers will be better equipped to design more effective attention-guiding mechanisms in remote collaboration systems. The present work has the potential to advance the study of collaborative, interactive technologies.;wisiecka2023supportingcomp;True;;Eye-tracking;between-subjects;54;healthy adults;dyad;['ff', 'mm'];n/s;['SBS', 'virtual'];['shared digital IM and verbal IM', 'separate digital IM and verbal IM'];goal-driven;digital;cooperation/competition tasks;high;other;['social cognition', 'executive function'];['analysis amount of gaze-sharing', 'PupilLabs Core eye tracker']
60;60;10.1523/JNEUROSCI.1401-22.2023;Balters, Stephanie and Miller, Jonas G. and Li, Rihui and Hawthorne, Grace and Reiss, Allan L.;2023;Virtual (Zoom) Interactions Alter Conversational Behavior and Interbrain Coherence;A growing number of social interactions are taking place virtually on videoconferencing platforms. Here, we explore potential effects of virtual interactions on observed behavior, subjective experience, and neural “single-brain” and “interbrain” activity via functional near-infrared spectroscopy neuroimaging. We scanned a total of 36 human dyads (72 participants, 36 males, 36 females) who engaged in three naturalistic tasks (i.e., problem-solving, creative-innovation, socio-emotional task) in either an in-person or virtual (Zoom) condition. We also coded cooperative behavior from audio recordings. We observed reduced conversational turn-taking behavior during the virtual condition. Given that conversational turn-taking was associated with other metrics of positive social interaction (e.g., subjective cooperation and task performance), this measure may be an indicator of prosocial interaction. In addition, we observed altered patterns of averaged and dynamic interbrain coherence in virtual interactions. Interbrain coherence patterns that were characteristic of the virtual condition were associated with reduced conversational turn-taking. These insights can inform the design and engineering of the next generation of videoconferencing technology. Copyright © 2023 the authors.;balters2023virtualzoomint;True;;fNIRS;between-subjects;72;healthy adults;dyad;['ff', 'fm', 'mm'];unfamiliar;virtual;verbal IM;['open-ended', 'goal-driven'];['analog', 'digital'];ecologically valid setting;high;connectivity functional;['social cognition', 'executive function'];['fNIRS channel number: 100', 'screen', 'wavelet transform coherence']
61;61;10.3389/fnins.2019.01071;Cheng, Xiaojun and Pan, Yafeng and Hu, Yinying and Hu, Yi;2019;Coordination Elicits Synchronous Brain Activity Between Co-actors: Frequency Ratio Matters;"People could behave in two different ways when engaging in interpersonal coordination activities: moving at the same frequency (isofrequency pattern, IP; the movement frequency ratio is 1:1) or at different frequencies (multifrequency pattern, MP; the movement frequency ratio is non 1:1). However, how the interpersonal coordination pattern modulates coordination outcome and the related brain-to-brain connectivity is not fully understood. Here, we adopted a continuous joint drawing task in which two participants co-drew parallelogram shapes according to two coordination patterns (i.e., IP vs. MP) while their brain activities were simultaneously recorded by the functional near-infrared spectroscopy (fNIRS) based hyperscanning technique. Dyads showed better coordination performance, as well as relatively greater interpersonal brain synchronization (IBS) at the left frontopolar area, in the MP condition compared to the IP condition. Granger causality analyses further disclosed the bidirectional influences between the brains of the coordinating individuals. Such interpersonal influences were enhanced when individuals coordinated in the MP condition. Finally, the IBS during coordination was related to the dyadic self-control level. Taken together, our study revealed that interpersonal multifrequency coordination pattern facilitates the coordination efficiency, which was associated with the enhanced brain-to-brain connectivity. Our work also suggests the potentially positive role of self-control during the interpersonal coordination process. © Copyright © 2019 Cheng, Pan, Hu and Hu.";cheng2019coordinationel;True;;fNIRS;within-subjects;62;healthy adults;dyad;['ff', 'fm'];unfamiliar;FTF v-b;separate digital IM w/out verbal IM;goal-driven;digital;coordination tasks;high;['connectivity effective', 'connectivity functional'];['motor', 'visuospatial cognition'];['fNIRS channel number: 13', 'screen', 'Granger causality', 'wavelet transform coherence']
